"word","lemma","uni_lemma","lexical_class","aoa","aoa_fit"
"tapar","tapar",NA,"verbs",26,26.6737553361538
"taza","taza","cup","nouns",24,23.3002843006886
"techo","techar","roof","nouns",30,29.0030201910113
"telãfono","telãfono","telephone","nouns",21,21.7819531662936
"televisiãn","televisiãn","tv","nouns",22,20.983622757608
"tenedor","tenedor","fork","nouns",27,27.0871573675548
"tener","tener","have","verbs",30,29.9764989979977
"tierra","tierra",NA,"nouns",24,24.5129335230308
"tigre","tigre","tiger","nouns",30,29.2597445874578
"tijeras","tijera","scissors","nouns",26,25.7786461596127
"timbre","timbrar",NA,"nouns",30,29.7428629479663
"tina","tina","bathtub","nouns",24,24.2761215329159
"tirar","tirar","throw","verbs",26,26.5133238222038
"toalla","toalla","towel","nouns",24,24.9842932670369
"tocar","tocar","touch","verbs",29,27.879924853296
"todo","todo","all","function_words",26,26.2389710785908
"tonto","tonto",NA,"adjectives",28,28.4142641731363
"tortilla","tortilla","tortilla","nouns",22,20.9525090419227
"tortillitas","tortillitas","pattycake","other",26,25.7882560420056
"tortuga","tortuga","turtle","nouns",24,27.3974477330223
"trapo","trapo","cloth","nouns",27,27.0563502454931
"tren","tren","train","nouns",22,21.5184723777549
"tutãº","tutãº","choo choo","other",22,26.8077745596493
"tuya","tuyo","your","function_words",26,26.5420254364276
"tuyo","tuyo","your","function_words",27,26.5135538380118
"un","uno",NA,"function_words",29,27.7550419814606
"una","una",NA,"function_words",25,25.1235904414106
"uvas","uva","grapes","nouns",24,23.7477853573242
"vãbora","vãbora",NA,"nouns",30,29.1391627813159
"vaca","vaca","cow","nouns",20,21.6260095409124
"vãmonos","vãmonos",NA,"other",19,18.7564972543783
"vasos","vaso","glass","nouns",22,21.4881882524457
"vela","velar","candle","nouns",28,27.9666883454269
"ventana","ventana","window","nouns",24,23.453751677626
"vestido","vestir","dress (object)","nouns",26,26.0375953176981
"y","y",NA,"function_words",29,27.8287308249922
"ya","ya","already","function_words",17,16
"yo","yo","i","function_words",19,20.0608607250259
"yoghurt","yoghurt",NA,"nouns",24,24.6677231255424
"zanahoria","zanahoria",NA,"nouns",29,27.6194220887706
"zapato","zapato","shoe","nouns",17,16
"abrigo","abrigar",NA,"nouns",NA,34.4677774561312
"acerrãn","acerrãn","kid's song","other",NA,37.4663966585861
"almorzar","almorzar",NA,"verbs",NA,37.8572110300602
"alto","alto",NA,"adjectives",NA,32.0397228406194
"andar","andar",NA,"verbs",NA,32.399144280499
"antes","antes",NA,"other",NA,43.1309228224636
"ãºltimo","ãºltimo",NA,"adjectives",NA,37.5951562598522
"aquel","aquel","that","function_words",NA,32.4606673455411
"aquella","aquel","that","function_words",NA,39.0102561142725
"aquellas","aquel",NA,"function_words",NA,44.6148806961906
"aquellos","aquel",NA,"function_words",NA,48.7870824839328
"ardilla","ardilla","squirrel","nouns",NA,31.6972751396423
"aspiradora","aspirador","vacuum","nouns",NA,37.0279325527936
"ãstas","ãstas","these","function_words",NA,33.3405842844231
"ãstos","ãstos","these","function_words",NA,34.8467029515245
"autobãºs","autobãºs",NA,"nouns",NA,30.1367988987655
"ayer","ayer","yesterday","other",NA,32.2660543642245
"bãºho","bãºho","owl","nouns",NA,31.3727486701206
"barba","barbar",NA,"nouns",NA,29.7015622614021
"bat","bat","bat","nouns",NA,39.8069971947038
"bicho","bichar",NA,"nouns",NA,33.5894823064789
"blanco","blanco",NA,"adjectives",NA,29.6227038424639
"bosque","bosque",NA,"other",NA,35.7863721411165
"buey","buey","ox","nouns",NA,32.5406805067311
"bufanda","bufanda",NA,"nouns",NA,34.7819207034148
"burbujas","burbuja",NA,"nouns",NA,29.8682942076486
"caber","caber",NA,"verbs",NA,29.5726988741983
"cãmara","cãmara",NA,"nouns",NA,28.9020157635031
"campo","campar",NA,"other",NA,34.5457910436594
"cebra","cebra",NA,"nouns",NA,34.8245646150969
"cerca","cercar",NA,"function_words",NA,35.8961852445446
"cereal","cereal","cereal","nouns",NA,29.4936857015676
"cerro","cerro",NA,"other",NA,34.8397759990302
"chaparro","chaparro",NA,"adjectives",NA,43.9411263321821
"chulo","chulo",NA,"adjectives",NA,39.1791853126041
"cierre","cerrar","zipper","nouns",NA,31.2423241670397
"clavo","clavar",NA,"nouns",NA,30.7075052247719
"cocinar","cocinar",NA,"verbs",NA,34.6792325220813
"cocodrilo","cocodrilo",NA,"nouns",NA,30.8202399574558
"coladera","coladera",NA,"nouns",NA,33.8631869150942
"collar","collar","necklace","nouns",NA,29.7757848961949
"computadora","computador",NA,"nouns",NA,38.3398939338532
"cuadro","cuadrar","picture","nouns",NA,30.6508909279741
"cuãndo","cuãndo",NA,"function_words",NA,34.686399569942
"cura","curar",NA,"other",NA,38.6223148424348
"decir","decir","say","verbs",NA,29.8518941140833
"descompuesto","descomponer",NA,"adjectives",NA,30.8362408490984
"despacio","despacio",NA,"function_words",NA,32.7667524657864
"despuãs","despuãs","after","other",NA,34.5503264725146
"difãcil","difãcil","hard","adjectives",NA,36.041572564781
"diferente","diferente","different","adjectives",NA,38.138863941861
"ejotes","ejote",NA,"nouns",NA,32.9922428062322
"ellas","ellos","they","function_words",NA,34.1087210433564
"ellos","ellos","they","function_words",NA,33.5768687734434
"encima","encimar","on","function_words",NA,36.2441665913458
"enfermera","enfermero",NA,"other",NA,35.0057555033684
"enfrente","enfrentar",NA,"function_words",NA,38.4768636847392
"enseãar","enseãar","show","verbs",NA,30.7524478512805
"entonces","entonces",NA,"function_words",NA,36.1215719975597
"entre","entrar",NA,"function_words",NA,51.7325583838945
"esas","ese","those","function_words",NA,31.9382431349562
"escuchar","escuchar",NA,"verbs",NA,31.9746088305933
"esos","ese","those","function_words",NA,31.7177120130518
"espagueti","espagueti",NA,"nouns",NA,32.4748556013338
"estar","estar","be","function_words",NA,34.0430226529223
"esto","este","this","function_words",NA,31.7455085406734
"fãbrica","fãbrica",NA,"other",NA,42.5950818018505
"familia","familia","family","other",NA,33.2064405319241
"flaco","flaco",NA,"adjectives",NA,33.0431005821844
"fuerte","fuerte",NA,"adjectives",NA,30.6910677897702
"ganso","ganso",NA,"nouns",NA,35.2637091483325
"gordo","gordo",NA,"adjectives",NA,29.7529061944155
"guajolote","guajolote","turkey","nouns",NA,37.5390690298991
"hamburguesa","hamburgués",NA,"nouns",NA,31.2260394041261
"hipopãtamo","hipopãtamo","hippopotamus","nouns",NA,33.2244411671933
"horno","horno","oven","nouns",NA,33.2749843732067
"hoy","hoy","today","other",NA,32.2304585772079
"igual","igual","same","adjectives",NA,34.1273117957979
"jalar","jalar",NA,"verbs",NA,29.4739443788402
"jirafa","jirafa","giraffe","nouns",NA,28.8390121975192
"juntar","juntar",NA,"verbs",NA,32.0139099773586
"largo","largar",NA,"adjectives",NA,36.8197875257443
"leãa","leãa",NA,"nouns",NA,39.3712549109158
"leer","leer","read","verbs",NA,31.040661936384
"lento","lento",NA,"adjectives",NA,40.4474448087327
"les","les","them","function_words",NA,34.1709540011291
"librero","librero",NA,"nouns",NA,33.1339136892787
"licuado","licuar",NA,"nouns",NA,33.0641792683201
"limonada","limonado",NA,"nouns",NA,33.4192424143688
"linda","linda",NA,"adjectives",NA,33.0452125563784
"lleno","llenar","full","adjectives",NA,30.5459233274812
"lo","el","him","function_words",NA,31.3399682273143
"luego","luego",NA,"function_words",NA,32.6941555064332
"mantequilla","mantequilla",NA,"nouns",NA,31.4221273791154
"martillo","martillar","hammer","nouns",NA,30.175191945083
"mejor","mejor",NA,"adjectives",NA,35.0402675646724
"mermelada","mermelada",NA,"nouns",NA,30.8147191181156
"morado","morar",NA,"adjectives",NA,35.1484153744582
"mueble","moblar",NA,"nouns",NA,32.5402752931201
"nadar","nadar",NA,"verbs",NA,30.5020390687673
"nana","nana","babysitter","other",NA,67.8259182498618
"negro","negro",NA,"adjectives",NA,30.9879911759646
"nieve","nevar","snow","nouns",NA,31.4865535079066
"nosotros","nosotros",NA,"function_words",NA,33.8932932935176
"nuestro","nuestro",NA,"function_words",NA,41.1859067322075
"o","o",NA,"function_words",NA,32.9780896092042
"oficina","oficina",NA,"other",NA,32.7826952601114
"okay","okay",NA,"other",NA,33.1486565340155
"oscuro","oscuro","dark","adjectives",NA,31.0572430326005
"padrino","padrino","godfather","other",NA,31.3625318007535
"pala","pala",NA,"nouns",NA,29.4297649829836
"patinar","patinar",NA,"verbs",NA,32.7737197973507
"pegajoso","pegajoso",NA,"adjectives",NA,43.4516592321605
"peligroso","peligroso",NA,"adjectives",NA,39.0597986767599
"pensar","pensar",NA,"verbs",NA,37.1900177247453
"perder","perder",NA,"verbs",NA,31.8635946084839
"pero","pero",NA,"function_words",NA,32.1076655351641
"persona","personar","person","other",NA,33.1296403901785
"pingãino","pingãino","penguin","nouns",NA,32.7985446833501
"playa","playa",NA,"other",NA,32.8036751263376
"pobre","pobre",NA,"adjectives",NA,37.2311616822077
"poder","poder","can (auxiliary)","verbs",NA,28.9095315008798
"prender","prender","turn on","verbs",NA,29.1765016995097
"primero","1",NA,"adjectives",NA,30.6375657338635
"pues","pues",NA,"function_words",NA,38.1547535798017
"rancho","rancho",NA,"other",NA,40.9709591551044
"rão","rão",NA,"other",NA,32.5060884665824
"recãmara","recãmara","bedroom","nouns",NA,29.5729301475254
"regalar","regalar",NA,"verbs",NA,30.9780812044916
"reja","reja",NA,"nouns",NA,33.0271134098032
"rosa","rosa",NA,"adjectives",NA,31.3474656507954
"ruidoso","ruidoso",NA,"adjectives",NA,46.5614928816897
"saber","saber",NA,"verbs",NA,30.7284568169332
"salsa","salsa",NA,"nouns",NA,29.7631873586217
"se","se","self","function_words",NA,32.323520552494
"secadora","secador",NA,"nouns",NA,34.5428175900523
"seco","secar",NA,"adjectives",NA,30.1793806860866
"ser","ser","be","function_words",NA,36.0070923598077
"siesta","siesta",NA,"other",NA,37.7835335652419
"sofã","sofã","couch","nouns",NA,33.8714532203916
"su","su","his","function_words",NA,31.2201264399959
"suave","suave","soft","adjectives",NA,36.1024713755239
"suyas","suyo",NA,"function_words",NA,35.6208421249557
"suyo","suyo",NA,"function_words",NA,30.9345696778314
"suyos","suyo",NA,"function_words",NA,35.4849352498471
"tã","tã",NA,"function_words",NA,31.5735171119783
"tanque","tanque",NA,"nouns",NA,38.1043759587736
"tapete","tapete",NA,"nouns",NA,31.119825387836
"terminar","terminar",NA,"verbs",NA,29.5148851557581
"tractor","tractor","tractor","nouns",NA,35.313122931286
"tranquilo","tranquilo",NA,"adjectives",NA,45.8770348493836
"travieso","travieso",NA,"adjectives",NA,31.4647038315757
"trineo","trineo",NA,"nouns",NA,49.4605819953963
"triste","triste","sad","adjectives",NA,30.941174609792
"tuyas","tuyas","your","function_words",NA,31.6546760404213
"tuyos","tuyo","your","function_words",NA,31.1514742429997
"unas","unas",NA,"function_words",NA,32.8752679664025
"unos","uno",NA,"function_words",NA,32.6841891741302
"vacão","vacão","empty","adjectives",NA,35.9112009752473
"vagina","vagina","vagina","nouns",NA,36.2470512061489
"vainilla","vainilla",NA,"nouns",NA,34.3998098797447
"venado","venado","deer","nouns",NA,33.5706300357709
"verde","verde","green","adjectives",NA,30.497141248043
"viejo","viejo","old","adjectives",NA,32.9674845476031
"vitaminas","vitamina",NA,"nouns",NA,34.352548981899
"zoolãgico","zoolãgico",NA,"other",NA,33.9602111154869
