"word","lemma","uni_lemma","lexical_class","aoa","aoa_fit"
"niedlich","niedlich","cute","adjectives",NA,31.9963528438985
"park","park","park","other",NA,30.9693877083852
"pflanze","pflanze","plant","nouns",NA,30.1537317186953
"picknick","picknick",NA,"other",NA,31.0059792498522
"pony","pony","pony","nouns",NA,29.123980906695
"reiãen","reiãen","tear","verbs",NA,30.1649443797034
"ruhig","ruhig","quietly","adjectives",NA,30.4222243211747
"sanft","sanft",NA,"adjectives",NA,36.1488218079349
"schlecht","schlecht","bad","adjectives",NA,30.7602493390169
"schneeanzug","schneeanzug","snowsuit","nouns",NA,29.8640122342755
"sein","mein","his","function_words",NA,33.5425179946836
"serviette","serviette",NA,"nouns",NA,31.1052264801289
"sind","sein",NA,"function_words",NA,30.7527834612551
"soll","soll","should","function_words",NA,30.3741358849911
"sollst","sollen","should","function_words",NA,30.5417159628333
"spãle","spãle","sink","nouns",NA,30.4593015689627
"stoãen","stoãen","hit","verbs",NA,29.9704579071771
"tablett","tablett",NA,"nouns",NA,31.0747562492744
"tag","tag","day","other",NA,29.3351437706801
"teich","teich",NA,"nouns",NA,30.609734320521
"um","um","to","function_words",NA,33.6889991169965
"uns","uns","us","function_words",NA,30.9527395723071
"verletzt","verletzen","hurt (description)","adjectives",NA,32.2458425103232
"von","von","of","function_words",NA,30.3922575125067
"vor","vor","in front","other",NA,31.6674359597367
"wann","wann","when (question)","function_words",NA,31.6753613113124
"wãnschen","wãnschen",NA,"verbs",NA,31.5588964514273
"war","sein",NA,"function_words",NA,29.9911531405283
"waren","sein",NA,"function_words",NA,31.626476319169
"warum","warum","why","function_words",NA,29.7538678659206
"waschpulver","waschpulver",NA,"nouns",NA,30.6340982826903
"weil","weil",NA,"function_words",NA,32.0442876353514
"welche","welch","which (question)","function_words",NA,31.9499086953772
"wenn","wenn",NA,"function_words",NA,32.050329632975
"wie","wie","how","function_words",NA,30.1749372342113
"winzig","winzig",NA,"adjectives",NA,35.4950975586661
"wollen","wollen","wanna","function_words",NA,31.2021342274452
"wollte","wollen",NA,"function_words",NA,31.69588377446
"zeichnen","zeichnen","draw","verbs",NA,31.7787516069784
"zirkus","zirkus",NA,"other",NA,30.899116977767
"zurãck","zurãck","back","function_words",NA,30.2475463572049
